name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed,is_legendary,generation,hidden_ability,primary_type,weight,height
iron-hands,https://pokeapi.co/api/v2/pokemon/992/,"fighting, electric","quark-drive, quark-drive",154,140,108,50,68,50,False,generation-ix,quark-drive,fighting,3807,18
iron-jugulis,https://pokeapi.co/api/v2/pokemon/993/,"dark, flying","quark-drive, quark-drive",94,80,86,122,80,108,False,generation-ix,quark-drive,dark,1110,13
iron-moth,https://pokeapi.co/api/v2/pokemon/994/,"fire, poison","quark-drive, quark-drive",80,70,60,140,110,110,False,generation-ix,quark-drive,fire,360,12
iron-thorns,https://pokeapi.co/api/v2/pokemon/995/,"rock, electric","quark-drive, quark-drive",100,134,110,70,84,72,False,generation-ix,quark-drive,rock,3030,16
frigibax,https://pokeapi.co/api/v2/pokemon/996/,"dragon, ice","thermal-exchange, ice-body",65,75,45,35,45,55,False,generation-ix,ice-body,dragon,170,5
arctibax,https://pokeapi.co/api/v2/pokemon/997/,"dragon, ice","thermal-exchange, ice-body",90,95,66,45,65,62,False,generation-ix,ice-body,dragon,300,8
baxcalibur,https://pokeapi.co/api/v2/pokemon/998/,"dragon, ice","thermal-exchange, ice-body",115,145,92,75,86,87,False,generation-ix,ice-body,dragon,2100,21
gimmighoul,https://pokeapi.co/api/v2/pokemon/999/,ghost,"rattled, rattled",45,30,70,75,70,10,False,generation-ix,rattled,ghost,50,3
gholdengo,https://pokeapi.co/api/v2/pokemon/1000/,"steel, ghost","good-as-gold, good-as-gold",87,60,95,133,91,84,False,generation-ix,good-as-gold,steel,300,12
wo-chien,https://pokeapi.co/api/v2/pokemon/1001/,"dark, grass","tablets-of-ruin, tablets-of-ruin",85,85,100,95,135,70,True,generation-ix,tablets-of-ruin,dark,742,15
chien-pao,https://pokeapi.co/api/v2/pokemon/1002/,"dark, ice","sword-of-ruin, sword-of-ruin",80,120,80,90,65,135,True,generation-ix,sword-of-ruin,dark,1522,19
ting-lu,https://pokeapi.co/api/v2/pokemon/1003/,"dark, ground","vessel-of-ruin, vessel-of-ruin",155,110,125,55,80,45,True,generation-ix,vessel-of-ruin,dark,6997,27
chi-yu,https://pokeapi.co/api/v2/pokemon/1004/,"dark, fire","beads-of-ruin, beads-of-ruin",55,80,80,135,120,100,True,generation-ix,beads-of-ruin,dark,49,4
roaring-moon,https://pokeapi.co/api/v2/pokemon/1005/,"dragon, dark","protosynthesis, protosynthesis",105,139,71,55,101,119,False,generation-ix,protosynthesis,dragon,3800,20
iron-valiant,https://pokeapi.co/api/v2/pokemon/1006/,"fairy, fighting","quark-drive, quark-drive",74,130,90,120,60,116,False,generation-ix,quark-drive,fairy,350,14
koraidon,https://pokeapi.co/api/v2/pokemon/1007/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135,True,generation-ix,orichalcum-pulse,fighting,3030,25
miraidon,https://pokeapi.co/api/v2/pokemon/1008/,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135,True,generation-ix,hadron-engine,electric,2400,35
walking-wake,https://pokeapi.co/api/v2/pokemon/1009/,"water, dragon","protosynthesis, protosynthesis",99,83,91,125,83,109,False,generation-ix,protosynthesis,water,2800,35
iron-leaves,https://pokeapi.co/api/v2/pokemon/1010/,"grass, psychic","quark-drive, quark-drive",90,130,88,70,108,104,False,generation-ix,quark-drive,grass,1250,15
dipplin,https://pokeapi.co/api/v2/pokemon/1011/,"grass, dragon","supersweet-syrup, gluttony, sticky-hold",80,80,110,95,80,40,False,generation-ix,sticky-hold,grass,97,4
poltchageist,https://pokeapi.co/api/v2/pokemon/1012/,"grass, ghost","hospitality, heatproof",40,45,45,74,54,50,False,generation-ix,heatproof,grass,11,1
sinistcha,https://pokeapi.co/api/v2/pokemon/1013/,"grass, ghost","hospitality, heatproof",71,60,106,121,80,70,False,generation-ix,heatproof,grass,22,2
okidogi,https://pokeapi.co/api/v2/pokemon/1014/,"poison, fighting","toxic-chain, guard-dog",88,128,115,58,86,80,True,generation-ix,guard-dog,poison,922,18
munkidori,https://pokeapi.co/api/v2/pokemon/1015/,"poison, psychic","toxic-chain, frisk",88,75,66,130,90,106,True,generation-ix,frisk,poison,122,10
fezandipiti,https://pokeapi.co/api/v2/pokemon/1016/,"poison, fairy","toxic-chain, technician",88,91,82,70,125,99,True,generation-ix,technician,poison,301,14
ogerpon,https://pokeapi.co/api/v2/pokemon/1017/,grass,defiant,80,120,84,60,96,110,True,generation-ix,,grass,398,12
deoxys-attack,https://pokeapi.co/api/v2/pokemon/10001/,psychic,pressure,50,180,20,180,20,150,False,generation-iii,,psychic,608,17
deoxys-defense,https://pokeapi.co/api/v2/pokemon/10002/,psychic,pressure,50,70,160,70,160,90,False,generation-iii,,psychic,608,17
deoxys-speed,https://pokeapi.co/api/v2/pokemon/10003/,psychic,pressure,50,95,90,95,90,180,False,generation-iii,,psychic,608,17
wormadam-sandy,https://pokeapi.co/api/v2/pokemon/10004/,"bug, ground","anticipation, overcoat",60,79,105,59,85,36,False,generation-iv,overcoat,bug,65,5
wormadam-trash,https://pokeapi.co/api/v2/pokemon/10005/,"bug, steel","anticipation, overcoat",60,69,95,69,95,36,False,generation-iv,overcoat,bug,65,5
shaymin-sky,https://pokeapi.co/api/v2/pokemon/10006/,"grass, flying",serene-grace,100,103,75,120,75,127,False,generation-iv,,grass,52,4
giratina-origin,https://pokeapi.co/api/v2/pokemon/10007/,"ghost, dragon",levitate,150,120,100,120,100,90,True,generation-iv,,ghost,6500,69
rotom-heat,https://pokeapi.co/api/v2/pokemon/10008/,"electric, fire",levitate,50,65,107,105,107,86,False,generation-iv,,electric,3,3
rotom-wash,https://pokeapi.co/api/v2/pokemon/10009/,"electric, water",levitate,50,65,107,105,107,86,False,generation-iv,,electric,3,3
rotom-frost,https://pokeapi.co/api/v2/pokemon/10010/,"electric, ice",levitate,50,65,107,105,107,86,False,generation-iv,,electric,3,3
rotom-fan,https://pokeapi.co/api/v2/pokemon/10011/,"electric, flying",levitate,50,65,107,105,107,86,False,generation-iv,,electric,3,3
rotom-mow,https://pokeapi.co/api/v2/pokemon/10012/,"electric, grass",levitate,50,65,107,105,107,86,False,generation-iv,,electric,3,3
castform-sunny,https://pokeapi.co/api/v2/pokemon/10013/,fire,forecast,70,70,70,70,70,70,False,generation-iii,,fire,8,3
castform-rainy,https://pokeapi.co/api/v2/pokemon/10014/,water,forecast,70,70,70,70,70,70,False,generation-iii,,water,8,3
castform-snowy,https://pokeapi.co/api/v2/pokemon/10015/,ice,forecast,70,70,70,70,70,70,False,generation-iii,,ice,8,3
basculin-blue-striped,https://pokeapi.co/api/v2/pokemon/10016/,water,"rock-head, adaptability, mold-breaker",70,92,65,80,55,98,False,generation-v,mold-breaker,water,180,10
darmanitan-zen,https://pokeapi.co/api/v2/pokemon/10017/,"fire, psychic","sheer-force, zen-mode",105,30,105,140,105,55,False,generation-v,zen-mode,fire,929,13
meloetta-pirouette,https://pokeapi.co/api/v2/pokemon/10018/,"normal, fighting",serene-grace,100,128,90,77,77,128,False,generation-v,,normal,65,6
tornadus-therian,https://pokeapi.co/api/v2/pokemon/10019/,flying,regenerator,79,100,80,110,90,121,True,generation-v,,flying,630,14
thundurus-therian,https://pokeapi.co/api/v2/pokemon/10020/,"electric, flying",volt-absorb,79,105,70,145,80,101,True,generation-v,,electric,610,30
landorus-therian,https://pokeapi.co/api/v2/pokemon/10021/,"ground, flying",intimidate,89,145,90,105,80,91,True,generation-v,,ground,680,13
kyurem-black,https://pokeapi.co/api/v2/pokemon/10022/,"dragon, ice",teravolt,125,170,100,120,90,95,True,generation-v,,dragon,3250,33
kyurem-white,https://pokeapi.co/api/v2/pokemon/10023/,"dragon, ice",turboblaze,125,120,90,170,100,95,True,generation-v,,dragon,3250,36
keldeo-resolute,https://pokeapi.co/api/v2/pokemon/10024/,"water, fighting",justified,91,72,90,129,90,108,False,generation-v,,water,485,14
meowstic-female,https://pokeapi.co/api/v2/pokemon/10025/,psychic,"keen-eye, infiltrator, competitive",74,48,76,83,81,104,False,generation-vi,competitive,psychic,85,6
aegislash-blade,https://pokeapi.co/api/v2/pokemon/10026/,"steel, ghost",stance-change,60,140,50,140,50,60,False,generation-vi,,steel,530,17
pumpkaboo-small,https://pokeapi.co/api/v2/pokemon/10027/,"ghost, grass","pickup, frisk, insomnia",44,66,70,44,55,56,False,generation-vi,insomnia,ghost,35,3
pumpkaboo-large,https://pokeapi.co/api/v2/pokemon/10028/,"ghost, grass","pickup, frisk, insomnia",54,66,70,44,55,46,False,generation-vi,insomnia,ghost,75,5
pumpkaboo-super,https://pokeapi.co/api/v2/pokemon/10029/,"ghost, grass","pickup, frisk, insomnia",59,66,70,44,55,41,False,generation-vi,insomnia,ghost,150,8
gourgeist-small,https://pokeapi.co/api/v2/pokemon/10030/,"ghost, grass","pickup, frisk, insomnia",55,85,122,58,75,99,False,generation-vi,insomnia,ghost,95,7
gourgeist-large,https://pokeapi.co/api/v2/pokemon/10031/,"ghost, grass","pickup, frisk, insomnia",75,95,122,58,75,69,False,generation-vi,insomnia,ghost,140,11
gourgeist-super,https://pokeapi.co/api/v2/pokemon/10032/,"ghost, grass","pickup, frisk, insomnia",85,100,122,58,75,54,False,generation-vi,insomnia,ghost,390,17
venusaur-mega,https://pokeapi.co/api/v2/pokemon/10033/,"grass, poison",thick-fat,80,100,123,122,120,80,False,generation-i,,grass,1555,24
charizard-mega-x,https://pokeapi.co/api/v2/pokemon/10034/,"fire, dragon",tough-claws,78,130,111,130,85,100,False,generation-i,,fire,1105,17
charizard-mega-y,https://pokeapi.co/api/v2/pokemon/10035/,"fire, flying",drought,78,104,78,159,115,100,False,generation-i,,fire,1005,17
blastoise-mega,https://pokeapi.co/api/v2/pokemon/10036/,water,mega-launcher,79,103,120,135,115,78,False,generation-i,,water,1011,16
alakazam-mega,https://pokeapi.co/api/v2/pokemon/10037/,psychic,trace,55,50,65,175,105,150,False,generation-i,,psychic,480,12
gengar-mega,https://pokeapi.co/api/v2/pokemon/10038/,"ghost, poison",shadow-tag,60,65,80,170,95,130,False,generation-i,,ghost,405,14
kangaskhan-mega,https://pokeapi.co/api/v2/pokemon/10039/,normal,parental-bond,105,125,100,60,100,100,False,generation-i,,normal,1000,22
pinsir-mega,https://pokeapi.co/api/v2/pokemon/10040/,"bug, flying",aerilate,65,155,120,65,90,105,False,generation-i,,bug,590,17
gyarados-mega,https://pokeapi.co/api/v2/pokemon/10041/,"water, dark",mold-breaker,95,155,109,70,130,81,False,generation-i,,water,3050,65
aerodactyl-mega,https://pokeapi.co/api/v2/pokemon/10042/,"rock, flying",tough-claws,80,135,85,70,95,150,False,generation-i,,rock,790,21
mewtwo-mega-x,https://pokeapi.co/api/v2/pokemon/10043/,"psychic, fighting",steadfast,106,190,100,154,100,130,True,generation-i,,psychic,1270,23
mewtwo-mega-y,https://pokeapi.co/api/v2/pokemon/10044/,psychic,insomnia,106,150,70,194,120,140,True,generation-i,,psychic,330,15
ampharos-mega,https://pokeapi.co/api/v2/pokemon/10045/,"electric, dragon",mold-breaker,90,95,105,165,110,45,False,generation-ii,,electric,615,14
scizor-mega,https://pokeapi.co/api/v2/pokemon/10046/,"bug, steel",technician,70,150,140,65,100,75,False,generation-ii,,bug,1250,20
heracross-mega,https://pokeapi.co/api/v2/pokemon/10047/,"bug, fighting",skill-link,80,185,115,40,105,75,False,generation-ii,,bug,625,17
houndoom-mega,https://pokeapi.co/api/v2/pokemon/10048/,"dark, fire",solar-power,75,90,90,140,90,115,False,generation-ii,,dark,495,19
tyranitar-mega,https://pokeapi.co/api/v2/pokemon/10049/,"rock, dark",sand-stream,100,164,150,95,120,71,False,generation-ii,,rock,2550,25
blaziken-mega,https://pokeapi.co/api/v2/pokemon/10050/,"fire, fighting",speed-boost,80,160,80,130,80,100,False,generation-iii,,fire,520,19
gardevoir-mega,https://pokeapi.co/api/v2/pokemon/10051/,"psychic, fairy",pixilate,68,85,65,165,135,100,False,generation-iii,,psychic,484,16
mawile-mega,https://pokeapi.co/api/v2/pokemon/10052/,"steel, fairy",huge-power,50,105,125,55,95,50,False,generation-iii,,steel,235,10
aggron-mega,https://pokeapi.co/api/v2/pokemon/10053/,steel,filter,70,140,230,60,80,50,False,generation-iii,,steel,3950,22
medicham-mega,https://pokeapi.co/api/v2/pokemon/10054/,"fighting, psychic",pure-power,60,100,85,80,85,100,False,generation-iii,,fighting,315,13
manectric-mega,https://pokeapi.co/api/v2/pokemon/10055/,electric,intimidate,70,75,80,135,80,135,False,generation-iii,,electric,440,18
banette-mega,https://pokeapi.co/api/v2/pokemon/10056/,ghost,prankster,64,165,75,93,83,75,False,generation-iii,,ghost,130,12
absol-mega,https://pokeapi.co/api/v2/pokemon/10057/,dark,magic-bounce,65,150,60,115,60,115,False,generation-iii,,dark,490,12
garchomp-mega,https://pokeapi.co/api/v2/pokemon/10058/,"dragon, ground",sand-force,108,170,115,120,95,92,False,generation-iv,,dragon,950,19
lucario-mega,https://pokeapi.co/api/v2/pokemon/10059/,"fighting, steel",adaptability,70,145,88,140,70,112,False,generation-iv,,fighting,575,13
abomasnow-mega,https://pokeapi.co/api/v2/pokemon/10060/,"grass, ice",snow-warning,90,132,105,132,105,30,False,generation-iv,,grass,1850,27
floette-eternal,https://pokeapi.co/api/v2/pokemon/10061/,fairy,"flower-veil, symbiosis",74,65,67,125,128,92,False,generation-vi,symbiosis,fairy,9,2
latias-mega,https://pokeapi.co/api/v2/pokemon/10062/,"dragon, psychic",levitate,80,100,120,140,150,110,True,generation-iii,,dragon,520,18
latios-mega,https://pokeapi.co/api/v2/pokemon/10063/,"dragon, psychic",levitate,80,130,100,160,120,110,True,generation-iii,,dragon,700,23
swampert-mega,https://pokeapi.co/api/v2/pokemon/10064/,"water, ground",swift-swim,100,150,110,95,110,70,False,generation-iii,,water,1020,19
sceptile-mega,https://pokeapi.co/api/v2/pokemon/10065/,"grass, dragon",lightning-rod,70,110,75,145,85,145,False,generation-iii,,grass,552,19
sableye-mega,https://pokeapi.co/api/v2/pokemon/10066/,"dark, ghost",magic-bounce,50,85,125,85,115,20,False,generation-iii,,dark,1610,5
altaria-mega,https://pokeapi.co/api/v2/pokemon/10067/,"dragon, fairy",pixilate,75,110,110,110,105,80,False,generation-iii,,dragon,206,15
gallade-mega,https://pokeapi.co/api/v2/pokemon/10068/,"psychic, fighting",inner-focus,68,165,95,65,115,110,False,generation-iv,,psychic,564,16
audino-mega,https://pokeapi.co/api/v2/pokemon/10069/,"normal, fairy",healer,103,60,126,80,126,50,False,generation-v,,normal,320,15
sharpedo-mega,https://pokeapi.co/api/v2/pokemon/10070/,"water, dark",strong-jaw,70,140,70,110,65,105,False,generation-iii,,water,1303,25
slowbro-mega,https://pokeapi.co/api/v2/pokemon/10071/,"water, psychic",shell-armor,95,75,180,130,80,30,False,generation-i,,water,1200,20
steelix-mega,https://pokeapi.co/api/v2/pokemon/10072/,"steel, ground",sand-force,75,125,230,55,95,30,False,generation-ii,,steel,7400,105
pidgeot-mega,https://pokeapi.co/api/v2/pokemon/10073/,"normal, flying",no-guard,83,80,80,135,80,121,False,generation-i,,normal,505,22
glalie-mega,https://pokeapi.co/api/v2/pokemon/10074/,ice,refrigerate,80,120,80,120,80,100,False,generation-iii,,ice,3502,21
diancie-mega,https://pokeapi.co/api/v2/pokemon/10075/,"rock, fairy",magic-bounce,50,160,110,160,110,110,False,generation-vi,,rock,278,11
metagross-mega,https://pokeapi.co/api/v2/pokemon/10076/,"steel, psychic",tough-claws,80,145,150,105,110,110,False,generation-iii,,steel,9429,25
kyogre-primal,https://pokeapi.co/api/v2/pokemon/10077/,water,primordial-sea,100,150,90,180,160,90,True,generation-iii,,water,4300,98
groudon-primal,https://pokeapi.co/api/v2/pokemon/10078/,"ground, fire",desolate-land,100,180,160,150,90,90,True,generation-iii,,ground,9997,50
rayquaza-mega,https://pokeapi.co/api/v2/pokemon/10079/,"dragon, flying",delta-stream,105,180,100,180,100,115,True,generation-iii,,dragon,3920,108
pikachu-rock-star,https://pokeapi.co/api/v2/pokemon/10080/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-belle,https://pokeapi.co/api/v2/pokemon/10081/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-pop-star,https://pokeapi.co/api/v2/pokemon/10082/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-phd,https://pokeapi.co/api/v2/pokemon/10083/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-libre,https://pokeapi.co/api/v2/pokemon/10084/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-cosplay,https://pokeapi.co/api/v2/pokemon/10085/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
hoopa-unbound,https://pokeapi.co/api/v2/pokemon/10086/,"psychic, dark",magician,80,160,60,170,130,80,False,generation-vi,,psychic,4900,65
camerupt-mega,https://pokeapi.co/api/v2/pokemon/10087/,"fire, ground",sheer-force,70,120,100,145,105,20,False,generation-iii,,fire,3205,25
lopunny-mega,https://pokeapi.co/api/v2/pokemon/10088/,"normal, fighting",scrappy,65,136,94,54,96,135,False,generation-iv,,normal,283,13
salamence-mega,https://pokeapi.co/api/v2/pokemon/10089/,"dragon, flying",aerilate,95,145,130,120,90,120,False,generation-iii,,dragon,1126,18
beedrill-mega,https://pokeapi.co/api/v2/pokemon/10090/,"bug, poison",adaptability,65,150,40,15,80,145,False,generation-i,,bug,405,14
rattata-alola,https://pokeapi.co/api/v2/pokemon/10091/,"dark, normal","gluttony, hustle, thick-fat",30,56,35,25,35,72,False,generation-i,thick-fat,dark,38,3
raticate-alola,https://pokeapi.co/api/v2/pokemon/10092/,"dark, normal","gluttony, hustle, thick-fat",75,71,70,40,80,77,False,generation-i,thick-fat,dark,255,7
raticate-totem-alola,https://pokeapi.co/api/v2/pokemon/10093/,"dark, normal","gluttony, hustle, thick-fat",75,71,70,40,80,77,False,generation-i,thick-fat,dark,1050,14
pikachu-original-cap,https://pokeapi.co/api/v2/pokemon/10094/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-hoenn-cap,https://pokeapi.co/api/v2/pokemon/10095/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-sinnoh-cap,https://pokeapi.co/api/v2/pokemon/10096/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-unova-cap,https://pokeapi.co/api/v2/pokemon/10097/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-kalos-cap,https://pokeapi.co/api/v2/pokemon/10098/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
pikachu-alola-cap,https://pokeapi.co/api/v2/pokemon/10099/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
raichu-alola,https://pokeapi.co/api/v2/pokemon/10100/,"electric, psychic",surge-surfer,60,85,50,95,85,110,False,generation-i,,electric,210,7
sandshrew-alola,https://pokeapi.co/api/v2/pokemon/10101/,"ice, steel","snow-cloak, slush-rush",50,75,90,10,35,40,False,generation-i,slush-rush,ice,400,7
sandslash-alola,https://pokeapi.co/api/v2/pokemon/10102/,"ice, steel","snow-cloak, slush-rush",75,100,120,25,65,65,False,generation-i,slush-rush,ice,550,12
vulpix-alola,https://pokeapi.co/api/v2/pokemon/10103/,ice,"snow-cloak, snow-warning",38,41,40,50,65,65,False,generation-i,snow-warning,ice,99,6
ninetales-alola,https://pokeapi.co/api/v2/pokemon/10104/,"ice, fairy","snow-cloak, snow-warning",73,67,75,81,100,109,False,generation-i,snow-warning,ice,199,11
diglett-alola,https://pokeapi.co/api/v2/pokemon/10105/,"ground, steel","sand-veil, tangling-hair, sand-force",10,55,30,35,45,90,False,generation-i,sand-force,ground,10,2
dugtrio-alola,https://pokeapi.co/api/v2/pokemon/10106/,"ground, steel","sand-veil, tangling-hair, sand-force",35,100,60,50,70,110,False,generation-i,sand-force,ground,666,7
meowth-alola,https://pokeapi.co/api/v2/pokemon/10107/,dark,"pickup, technician, rattled",40,35,35,50,40,90,False,generation-i,rattled,dark,42,4
persian-alola,https://pokeapi.co/api/v2/pokemon/10108/,dark,"fur-coat, technician, rattled",65,60,60,75,65,115,False,generation-i,rattled,dark,330,11
geodude-alola,https://pokeapi.co/api/v2/pokemon/10109/,"rock, electric","magnet-pull, sturdy, galvanize",40,80,100,30,30,20,False,generation-i,galvanize,rock,203,4
graveler-alola,https://pokeapi.co/api/v2/pokemon/10110/,"rock, electric","magnet-pull, sturdy, galvanize",55,95,115,45,45,35,False,generation-i,galvanize,rock,1100,10
golem-alola,https://pokeapi.co/api/v2/pokemon/10111/,"rock, electric","magnet-pull, sturdy, galvanize",80,120,130,55,65,45,False,generation-i,galvanize,rock,3160,17
grimer-alola,https://pokeapi.co/api/v2/pokemon/10112/,"poison, dark","poison-touch, gluttony, power-of-alchemy",80,80,50,40,50,25,False,generation-i,power-of-alchemy,poison,420,7
muk-alola,https://pokeapi.co/api/v2/pokemon/10113/,"poison, dark","poison-touch, gluttony, power-of-alchemy",105,105,75,65,100,50,False,generation-i,power-of-alchemy,poison,520,10
exeggutor-alola,https://pokeapi.co/api/v2/pokemon/10114/,"grass, dragon","frisk, harvest",95,105,85,125,75,45,False,generation-i,harvest,grass,4156,109
marowak-alola,https://pokeapi.co/api/v2/pokemon/10115/,"fire, ghost","cursed-body, lightning-rod, rock-head",60,80,110,50,80,45,False,generation-i,rock-head,fire,340,10
greninja-battle-bond,https://pokeapi.co/api/v2/pokemon/10116/,"water, dark",battle-bond,72,95,67,103,71,122,False,generation-vi,,water,400,15
greninja-ash,https://pokeapi.co/api/v2/pokemon/10117/,"water, dark",battle-bond,72,145,67,153,71,132,False,generation-vi,,water,400,15
zygarde-10-power-construct,https://pokeapi.co/api/v2/pokemon/10118/,"dragon, ground",power-construct,54,100,71,61,85,115,True,generation-vi,,dragon,335,12
zygarde-50-power-construct,https://pokeapi.co/api/v2/pokemon/10119/,"dragon, ground",power-construct,108,100,121,81,95,95,True,generation-vi,,dragon,3050,50
zygarde-complete,https://pokeapi.co/api/v2/pokemon/10120/,"dragon, ground",power-construct,216,100,121,91,95,85,True,generation-vi,,dragon,6100,45
gumshoos-totem,https://pokeapi.co/api/v2/pokemon/10121/,normal,"stakeout, strong-jaw, adaptability",88,110,60,55,60,45,False,generation-vii,adaptability,normal,600,14
vikavolt-totem,https://pokeapi.co/api/v2/pokemon/10122/,"bug, electric",levitate,77,70,90,145,75,43,False,generation-vii,,bug,1475,26
oricorio-pom-pom,https://pokeapi.co/api/v2/pokemon/10123/,"electric, flying",dancer,75,70,70,98,70,93,False,generation-vii,,electric,34,6
oricorio-pau,https://pokeapi.co/api/v2/pokemon/10124/,"psychic, flying",dancer,75,70,70,98,70,93,False,generation-vii,,psychic,34,6
oricorio-sensu,https://pokeapi.co/api/v2/pokemon/10125/,"ghost, flying",dancer,75,70,70,98,70,93,False,generation-vii,,ghost,34,6
lycanroc-midnight,https://pokeapi.co/api/v2/pokemon/10126/,rock,"keen-eye, vital-spirit, no-guard",85,115,75,55,75,82,False,generation-vii,no-guard,rock,250,11
wishiwashi-school,https://pokeapi.co/api/v2/pokemon/10127/,water,schooling,45,140,130,140,135,30,False,generation-vii,,water,786,82
lurantis-totem,https://pokeapi.co/api/v2/pokemon/10128/,grass,"leaf-guard, contrary",70,105,90,80,90,45,False,generation-vii,contrary,grass,580,15
salazzle-totem,https://pokeapi.co/api/v2/pokemon/10129/,"poison, fire","corrosion, oblivious",68,64,60,111,60,117,False,generation-vii,oblivious,poison,810,21
minior-orange-meteor,https://pokeapi.co/api/v2/pokemon/10130/,"rock, flying",shields-down,60,60,100,60,100,60,False,generation-vii,,rock,400,3
minior-yellow-meteor,https://pokeapi.co/api/v2/pokemon/10131/,"rock, flying",shields-down,60,60,100,60,100,60,False,generation-vii,,rock,400,3
minior-green-meteor,https://pokeapi.co/api/v2/pokemon/10132/,"rock, flying",shields-down,60,60,100,60,100,60,False,generation-vii,,rock,400,3
minior-blue-meteor,https://pokeapi.co/api/v2/pokemon/10133/,"rock, flying",shields-down,60,60,100,60,100,60,False,generation-vii,,rock,400,3
minior-indigo-meteor,https://pokeapi.co/api/v2/pokemon/10134/,"rock, flying",shields-down,60,60,100,60,100,60,False,generation-vii,,rock,400,3
minior-violet-meteor,https://pokeapi.co/api/v2/pokemon/10135/,"rock, flying",shields-down,60,60,100,60,100,60,False,generation-vii,,rock,400,3
minior-red,https://pokeapi.co/api/v2/pokemon/10136/,"rock, flying",shields-down,60,100,60,100,60,120,False,generation-vii,,rock,3,3
minior-orange,https://pokeapi.co/api/v2/pokemon/10137/,"rock, flying",shields-down,60,100,60,100,60,120,False,generation-vii,,rock,3,3
minior-yellow,https://pokeapi.co/api/v2/pokemon/10138/,"rock, flying",shields-down,60,100,60,100,60,120,False,generation-vii,,rock,3,3
minior-green,https://pokeapi.co/api/v2/pokemon/10139/,"rock, flying",shields-down,60,100,60,100,60,120,False,generation-vii,,rock,3,3
minior-blue,https://pokeapi.co/api/v2/pokemon/10140/,"rock, flying",shields-down,60,100,60,100,60,120,False,generation-vii,,rock,3,3
minior-indigo,https://pokeapi.co/api/v2/pokemon/10141/,"rock, flying",shields-down,60,100,60,100,60,120,False,generation-vii,,rock,3,3
minior-violet,https://pokeapi.co/api/v2/pokemon/10142/,"rock, flying",shields-down,60,100,60,100,60,120,False,generation-vii,,rock,3,3
mimikyu-busted,https://pokeapi.co/api/v2/pokemon/10143/,"ghost, fairy",disguise,55,90,80,50,105,96,False,generation-vii,,ghost,7,2
mimikyu-totem-disguised,https://pokeapi.co/api/v2/pokemon/10144/,"ghost, fairy",disguise,55,90,80,50,105,96,False,generation-vii,,ghost,28,4
mimikyu-totem-busted,https://pokeapi.co/api/v2/pokemon/10145/,"ghost, fairy",disguise,55,90,80,50,105,96,False,generation-vii,,ghost,28,4
kommo-o-totem,https://pokeapi.co/api/v2/pokemon/10146/,"dragon, fighting","bulletproof, soundproof, overcoat",75,110,125,100,105,85,False,generation-vii,overcoat,dragon,2075,24
magearna-original,https://pokeapi.co/api/v2/pokemon/10147/,"steel, fairy",soul-heart,80,95,115,130,115,65,False,generation-vii,,steel,805,10
pikachu-partner-cap,https://pokeapi.co/api/v2/pokemon/10148/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
marowak-totem,https://pokeapi.co/api/v2/pokemon/10149/,"fire, ghost","cursed-body, lightning-rod, rock-head",60,80,110,50,80,45,False,generation-i,rock-head,fire,980,17
ribombee-totem,https://pokeapi.co/api/v2/pokemon/10150/,"bug, fairy","honey-gather, shield-dust, sweet-veil",60,55,60,95,70,124,False,generation-vii,sweet-veil,bug,20,4
rockruff-own-tempo,https://pokeapi.co/api/v2/pokemon/10151/,rock,own-tempo,45,65,40,30,40,60,False,generation-vii,,rock,92,5
lycanroc-dusk,https://pokeapi.co/api/v2/pokemon/10152/,rock,tough-claws,75,117,65,55,65,110,False,generation-vii,,rock,250,8
araquanid-totem,https://pokeapi.co/api/v2/pokemon/10153/,"water, bug","water-bubble, water-absorb",68,70,92,50,132,42,False,generation-vii,water-absorb,water,2175,31
togedemaru-totem,https://pokeapi.co/api/v2/pokemon/10154/,"electric, steel","iron-barbs, lightning-rod, sturdy",65,98,63,40,73,96,False,generation-vii,sturdy,electric,130,6
