mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4.3,Samoa Islands region,1697697796552,1699696731040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l5zu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l5zu&format=geojson,,,,,reviewed,0,284,us,7000l5zu,",us7000l5zu,",",us,",",origin,phase-data,",10.0,3.055,0.44,188.0,mb,earthquake,M 4.3 - Samoa Islands region
0.04,"31 km S of Morton, Washington",1697697775550,1697775393140,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61957922,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61957922&format=geojson,,,,,reviewed,0,0,uw,61957922,",uw61957922,",",uw,",",origin,phase-data,",11.0,0.005942,0.14,126.0,ml,earthquake,"M 0.0 - 31 km S of Morton, Washington"
2.1,"5 km W of Karluk, Alaska",1697697654002,1699048110097,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023df0qmqv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023df0qmqv&format=geojson,,,,,reviewed,0,68,ak,023df0qmqv,",ak023df0qmqv,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 2.1 - 5 km W of Karluk, Alaska"
2.47,"0 km NNW of Pāhala, Hawaii",1697697540120,1699616154040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73614057,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73614057&format=geojson,1.0,2.2,,,automatic,0,94,hv,73614057,",hv73614057,us6000lgis,",",hv,us,",",dyfi,origin,phase-data,",49.0,,0.100000001,83.0,ml,earthquake,"M 2.5 - 0 km NNW of Pāhala, Hawaii"
1.4,"47 km WSW of Cantwell, Alaska",1697697406166,1699044555886,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023df0pr3x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023df0pr3x&format=geojson,,,,,reviewed,0,30,ak,023df0pr3x,",ak023df0pr3x,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 1.4 - 47 km WSW of Cantwell, Alaska"
1.55,"7 km ESE of Pinnacles, CA",1697697381480,1698289570983,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948860,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948860&format=geojson,,,,,reviewed,0,37,nc,73948860,",nc73948860,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",32.0,0.0437,0.11,101.0,md,earthquake,"M 1.6 - 7 km ESE of Pinnacles, CA"
0.34,"1 km E of The Geysers, CA",1697697349130,1697762592717,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948855,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948855&format=geojson,,,,,reviewed,0,2,nc,73948855,",nc73948855,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.007396,0.02,74.0,md,earthquake,"M 0.3 - 1 km E of The Geysers, CA"
1.5,"18 km SW of Minto, Alaska",1697697219665,1699044565483,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023df0p3im,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023df0p3im&format=geojson,,,,,reviewed,0,35,ak,023df0p3im,",ak023df0p3im,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.5 - 18 km SW of Minto, Alaska"
1.6,"25 km SW of Minto, Alaska",1697697206355,1699044565269,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023df0p2hn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023df0p2hn&format=geojson,,,,,reviewed,0,39,ak,023df0p2hn,",ak023df0p2hn,",",ak,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 1.6 - 25 km SW of Minto, Alaska"
1.5,"24 km SW of Minto, Alaska",1697697195104,1699044555673,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023df0p2n9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023df0p2n9&format=geojson,,,,,reviewed,0,35,ak,023df0p2n9,",ak023df0p2n9,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.5 - 24 km SW of Minto, Alaska"
2.29,"6 km SSW of Guánica, Puerto Rico",1697696923640,1697697585550,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71429223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71429223&format=geojson,,,,,reviewed,0,81,pr,71429223,",pr71429223,",",pr,",",origin,phase-data,",8.0,0.06274,0.09,230.0,md,earthquake,"M 2.3 - 6 km SSW of Guánica, Puerto Rico"
3.61,"92 km NNE of Cruz Bay, U.S. Virgin Islands",1697696331440,1697698047291,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023292002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2023292002&format=geojson,,,,,reviewed,0,200,pr,2023292002,",pr2023292002,",",pr,",",origin,phase-data,",9.0,0.9149,0.38,325.0,md,earthquake,"M 3.6 - 92 km NNE of Cruz Bay, U.S. Virgin Islands"
4.4,Pacific-Antarctic Ridge,1697696217851,1699694104040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l5zt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l5zt&format=geojson,,,,,reviewed,0,298,us,7000l5zt,",us7000l5zt,",",us,",",origin,phase-data,",17.0,18.669,0.22,173.0,mb,earthquake,M 4.4 - Pacific-Antarctic Ridge
2.33,"4 km N of Almanor, CA",1697696055910,1697758874361,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948850,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948850&format=geojson,1.0,2.0,,,reviewed,0,84,nc,73948850,",nc73948850,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",41.0,0.01845,0.19,36.0,md,earthquake,"M 2.3 - 4 km N of Almanor, CA"
1.2,"97 km E of McCarthy, Alaska",1697695817113,1699044561937,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023df0k4b3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023df0k4b3&format=geojson,,,,,reviewed,0,22,ak,023df0k4b3,",ak023df0k4b3,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.2 - 97 km E of McCarthy, Alaska"
1.8,"63 km SSW of Skwentna, Alaska",1697695718230,1699044555405,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023df0jqii,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023df0jqii&format=geojson,,,,,reviewed,0,50,ak,023df0jqii,",av92087646,ak023df0jqii,",",av,ak,",",origin,phase-data,",,,0.84,,ml,earthquake,"M 1.8 - 63 km SSW of Skwentna, Alaska"
1.4,"18 km NE of Chase, Alaska",1697695078509,1699044555155,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023df08ulh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023df08ulh&format=geojson,,,,,reviewed,0,30,ak,023df08ulh,",ak023df08ulh,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.4 - 18 km NE of Chase, Alaska"
2.35,"2 km NNE of Almanor, CA",1697694373110,1697757972271,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948845,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948845&format=geojson,1.0,2.2,,,reviewed,0,85,nc,73948845,",nc73948845,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",35.0,0.023,0.14,67.0,md,earthquake,"M 2.4 - 2 km NNE of Almanor, CA"
4.1,,1697693969203,1699617002040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l5zr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l5zr&format=geojson,,,,,reviewed,0,259,us,7000l5zr,",us7000l5zr,",",us,",",origin,phase-data,",17.0,0.92,0.52,74.0,mb,earthquake,M 4.1 - 
2.4,"7 km ESE of Spanish Springs, Nevada",1697693803840,1698353011061,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867590,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00867590&format=geojson,7.0,3.1,,,reviewed,0,91,nn,00867590,",nn00867590,",",nn,",",dyfi,origin,phase-data,",29.0,0.138,0.1363,72.54,ml,earthquake,"M 2.4 - 7 km ESE of Spanish Springs, Nevada"
4.5,"130 km ENE of Ādīgrat, Ethiopia",1697693447138,1699617452040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lgih,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lgih&format=geojson,,,,,reviewed,0,312,us,6000lgih,",us6000lgih,",",us,",",origin,phase-data,",25.0,3.754,0.48,93.0,mb,earthquake,"M 4.5 - 130 km ENE of Ādīgrat, Ethiopia"
2.0,"24 km WNW of Nikiski, Alaska",1697693405762,1699044554879,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023df02y5i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023df02y5i&format=geojson,,,,,reviewed,0,62,ak,023df02y5i,",ak023df02y5i,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 2.0 - 24 km WNW of Nikiski, Alaska"
1.51,"12 km SE of Middletown, CA",1697693240940,1697916792883,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948835,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948835&format=geojson,1.0,2.0,,,reviewed,0,35,nc,73948835,",nc73948835,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",57.0,0.09391,0.1,57.0,md,earthquake,"M 1.5 - 12 km SE of Middletown, CA"
4.6,"65 km WSW of Jiquilillo, Nicaragua",1697692998020,1699689688040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lgie,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lgie&format=geojson,,,,,reviewed,0,326,us,6000lgie,",us6000lgie,",",us,",",origin,phase-data,",100.0,0.968,0.53,164.0,mb,earthquake,"M 4.6 - 65 km WSW of Jiquilillo, Nicaragua"
3.82,"101 km NNE of Cruz Bay, U.S. Virgin Islands",1697692924700,1699610236040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023292001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2023292001&format=geojson,,,,,reviewed,0,224,pr,2023292001,",us6000lgic,pr2023292001,",",us,pr,",",origin,phase-data,",16.0,0.9728,0.47,314.0,md,earthquake,"M 3.8 - 101 km NNE of Cruz Bay, U.S. Virgin Islands"
1.3,"20 km W of Cooper Landing, Alaska",1697692434227,1699044561711,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dezzepq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dezzepq&format=geojson,,,,,reviewed,0,26,ak,023dezzepq,",ak023dezzepq,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.3 - 20 km W of Cooper Landing, Alaska"
2.0,"4 km E of Christine, Texas",1697692400655,1697721366252,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023umbt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023umbt&format=geojson,,,,,reviewed,0,62,tx,2023umbt,",tx2023umbt,",",tx,",",origin,phase-data,",13.0,0.0,0.2,77.0,ml(texnet),earthquake,"M 2.0 - 4 km E of Christine, Texas"
3.39,"92 km N of Cruz Bay, U.S. Virgin Islands",1697691881220,1697692889600,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71429183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71429183&format=geojson,,,,,reviewed,0,177,pr,71429183,",pr71429183,",",pr,",",origin,phase-data,",6.0,0.8445,0.32,301.0,md,earthquake,"M 3.4 - 92 km N of Cruz Bay, U.S. Virgin Islands"
2.6,"83 km SSE of Akutan, Alaska",1697691674425,1699609939040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l8r1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l8r1&format=geojson,,,,,reviewed,0,104,us,7000l8r1,",ak023dezwr4b,us7000l8r1,",",ak,us,",",origin,phase-data,",14.0,0.747,0.32,224.0,ml,earthquake,"M 2.6 - 83 km SSE of Akutan, Alaska"
1.1,"25 km NNW of Fishhook, Alaska",1697691621455,1699044561498,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dezwjvl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dezwjvl&format=geojson,,,,,reviewed,0,19,ak,023dezwjvl,",ak023dezwjvl,",",ak,",",origin,phase-data,",,,0.82,,ml,earthquake,"M 1.1 - 25 km NNW of Fishhook, Alaska"
0.75,"8 km SSW of Mammoth Lakes, CA",1697691400950,1697830983499,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948830,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948830&format=geojson,,,,,reviewed,0,9,nc,73948830,",nc73948830,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.04663,0.03,235.0,md,earthquake,"M 0.8 - 8 km SSW of Mammoth Lakes, CA"
0.9,"6 km ESE of Spanish Springs, Nevada",1697690349950,1698352398492,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867804,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00867804&format=geojson,,,,,reviewed,0,12,nn,00867804,",nn00867804,",",nn,",",origin,phase-data,",9.0,0.217,0.1179,109.71,ml,earthquake,"M 0.9 - 6 km ESE of Spanish Springs, Nevada"
0.65,"4 km WSW of Cupertino, CA",1697689804590,1697828170999,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948825,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948825&format=geojson,,,,,reviewed,0,6,nc,73948825,",nc73948825,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01523,0.08,150.0,md,earthquake,"M 0.7 - 4 km WSW of Cupertino, CA"
1.2,"21 km SW of Petersville, Alaska",1697689479080,1699044554448,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dezgat3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dezgat3&format=geojson,,,,,reviewed,0,22,ak,023dezgat3,",ak023dezgat3,",",ak,",",origin,phase-data,",,,0.8,,ml,earthquake,"M 1.2 - 21 km SW of Petersville, Alaska"
2.4,"13 km SSW of False Pass, Alaska",1697689212609,1699495452040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lgpa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lgpa&format=geojson,,,,,reviewed,0,89,us,6000lgpa,",av92087591,ak023dezfdw9,us6000lgpa,",",av,ak,us,",",origin,phase-data,",18.0,0.123,0.54,160.0,ml,earthquake,"M 2.4 - 13 km SSW of False Pass, Alaska"
2.46,"9 km SE of Maria Antonia, Puerto Rico",1697689119330,1697689980930,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71429178,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71429178&format=geojson,,,,,reviewed,0,93,pr,71429178,",pr71429178,",",pr,",",origin,phase-data,",8.0,0.07884,0.06,230.0,md,earthquake,"M 2.5 - 9 km SE of Maria Antonia, Puerto Rico"
1.14,Oklahoma,1697688938109,1697813602209,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023ulzv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023ulzv&format=geojson,,,,,reviewed,0,20,ok,2023ulzv,",ok2023ulzv,",",ok,",",origin,phase-data,",51.0,0.09808075321,0.4,53.0,ml,earthquake,M 1.1 - Oklahoma
1.1,"33 km NE of Herlong, California",1697688932678,1698098049589,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867803,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00867803&format=geojson,,,,,reviewed,0,19,nn,00867803,",nn00867803,",",nn,",",origin,phase-data,",4.0,0.168,0.1063,289.07,ml,earthquake,"M 1.1 - 33 km NE of Herlong, California"
0.62,"6 km S of Wynnewood, Oklahoma",1697688560390,1697812686285,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023ulzq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023ulzq&format=geojson,,,,,reviewed,0,6,ok,2023ulzq,",ok2023ulzq,",",ok,",",origin,phase-data,",15.0,0.16556751,0.15,149.0,ml,earthquake,"M 0.6 - 6 km S of Wynnewood, Oklahoma"
1.05,"15 km E of Seven Trees, CA",1697687601470,1698276610794,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948820,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948820&format=geojson,,,,,reviewed,0,17,nc,73948820,",nc73948820,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.04163,0.06,50.0,md,earthquake,"M 1.1 - 15 km E of Seven Trees, CA"
5.0,"Ryukyu Islands, Japan",1697687516417,1699496358697,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lgi4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lgi4&format=geojson,1.0,2.2,,,reviewed,0,385,us,6000lgi4,",us6000lgi4,",",us,",",dyfi,origin,phase-data,",106.0,0.914,0.9,73.0,mww,earthquake,"M 5.0 - Ryukyu Islands, Japan"
0.51,"8 km NNW of Aguanga, CA",1697687505510,1697721957928,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40584120,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40584120&format=geojson,,,,,reviewed,0,4,ci,40584120,",ci40584120,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.06577,0.1,66.0,ml,earthquake,"M 0.5 - 8 km NNW of Aguanga, CA"
4.0,"155 km NNE of Cruz Bay, U.S. Virgin Islands",1697687367880,1699496647040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023292000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2023292000&format=geojson,,,,,reviewed,0,246,pr,2023292000,",us6000lgi5,pr2023292000,",",us,pr,",",origin,phase-data,",13.0,1.4275,0.28,309.0,md,earthquake,"M 4.0 - 155 km NNE of Cruz Bay, U.S. Virgin Islands"
1.1,"144 km ESE of McCarthy, Alaska",1697687203077,1699044561310,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deyzl9v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deyzl9v&format=geojson,,,,,reviewed,0,19,ak,023deyzl9v,",ak023deyzl9v,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 1.1 - 144 km ESE of McCarthy, Alaska"
1.65,"11 km NNW of Lake Pillsbury, CA",1697687019550,1697833933637,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948815,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948815&format=geojson,,,,,reviewed,0,42,nc,73948815,",nc73948815,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.1525,0.1,71.0,md,earthquake,"M 1.7 - 11 km NNW of Lake Pillsbury, CA"
-0.15,"86 km NW of Karluk, Alaska",1697686621980,1697742480330,,https://earthquake.usgs.gov/earthquakes/eventpage/av91118653,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91118653&format=geojson,,,,,reviewed,0,0,av,91118653,",av91118653,",",av,",",origin,phase-data,",8.0,,0.11,124.0,ml,earthquake,"M -0.2 - 86 km NW of Karluk, Alaska"
1.6,"77 km S of Deering, Alaska",1697686591952,1699048110680,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deyxfct,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deyxfct&format=geojson,,,,,reviewed,0,39,ak,023deyxfct,",ak023deyxfct,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.6 - 77 km S of Deering, Alaska"
0.21,"36 km SSE of Morton, Washington",1697686394200,1697774889700,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61957912,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61957912&format=geojson,,,,,reviewed,0,1,uw,61957912,",uw61957912,",",uw,",",origin,phase-data,",12.0,0.05759,0.13,228.0,ml,earthquake,"M 0.2 - 36 km SSE of Morton, Washington"
3.1,,1697686309469,1699496907040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l8r0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l8r0&format=geojson,,,,,reviewed,0,148,us,7000l8r0,",ak023deywe1i,us7000l8r0,",",ak,us,",",origin,phase-data,",25.0,0.176,0.32,183.0,ml,earthquake,M 3.1 - 
1.8,"12 km SW of False Pass, Alaska",1697686065138,1699044560918,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deyvitt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deyvitt&format=geojson,,,,,reviewed,0,50,ak,023deyvitt,",av92087581,ak023deyvitt,",",av,ak,",",origin,phase-data,",,,0.63,,ml,earthquake,"M 1.8 - 12 km SW of False Pass, Alaska"
1.2,"115 km NW of Yakutat, Alaska",1697685964320,1699048109646,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deyv7zr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deyv7zr&format=geojson,,,,,reviewed,0,22,ak,023deyv7zr,",ak023deyv7zr,",",ak,",",origin,phase-data,",,,0.8,,ml,earthquake,"M 1.2 - 115 km NW of Yakutat, Alaska"
1.81,"7 km S of McCall, Idaho",1697685513820,1697731241112,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030463,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90030463&format=geojson,1.0,3.1,,,reviewed,0,51,mb,90030463,",mb90030463,",",mb,",",dyfi,origin,phase-data,",8.0,0.252,0.08,102.0,ml,earthquake,"M 1.8 - 7 km S of McCall, Idaho"
1.8,"44 km WNW of Happy Valley, Alaska",1697685394843,1699044560732,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deyt55o,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deyt55o&format=geojson,,,,,reviewed,0,50,ak,023deyt55o,",ak023deyt55o,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.8 - 44 km WNW of Happy Valley, Alaska"
1.0,Central Alaska,1697685138798,1699044560533,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deys91z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deys91z&format=geojson,,,,,reviewed,0,15,ak,023deys91z,",ak023deys91z,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,M 1.0 - Central Alaska
1.2,"27 km N of Four Mile Road, Alaska",1697684909622,1699044553512,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deyrf0v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deyrf0v&format=geojson,,,,,reviewed,0,22,ak,023deyrf0v,",ak023deyrf0v,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.2 - 27 km N of Four Mile Road, Alaska"
1.0,"Southern Yukon Territory, Canada",1697684842574,1699044553317,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deyr6rk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deyr6rk&format=geojson,,,,,reviewed,0,15,ak,023deyr6rk,",ak023deyr6rk,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.0 - Southern Yukon Territory, Canada"
1.43,"13 km ENE of Cloverdale, CA",1697684586080,1698286450693,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948810,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948810&format=geojson,,,,,reviewed,0,31,nc,73948810,",nc73948810,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",44.0,0.006482,0.04,49.0,md,earthquake,"M 1.4 - 13 km ENE of Cloverdale, CA"
0.93,"7 km NW of The Geysers, CA",1697683962530,1697689574676,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948805,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948805&format=geojson,,,,,automatic,0,13,nc,73948805,",nc73948805,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.009846,0.03,75.0,md,earthquake,"M 0.9 - 7 km NW of The Geysers, CA"
4.1,western Afghanistan,1697683767694,1699497197990,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lghy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lghy&format=geojson,2.0,3.1,,,reviewed,0,259,us,6000lghy,",us6000lghy,",",us,",",dyfi,origin,phase-data,",27.0,4.585,0.91,97.0,mb,earthquake,M 4.1 - western Afghanistan
1.5,"36 km N of Petersville, Alaska",1697683043588,1699044553083,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deyc6sh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deyc6sh&format=geojson,,,,,reviewed,0,35,ak,023deyc6sh,",ak023deyc6sh,",",ak,",",origin,phase-data,",,,0.77,,ml,earthquake,"M 1.5 - 36 km N of Petersville, Alaska"
2.1,"Fox Islands, Aleutian Islands, Alaska",1697682953022,1699044552883,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023deybtmk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023deybtmk&format=geojson,,,,,reviewed,0,68,ak,023deybtmk,",ak023deybtmk,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 2.1 - Fox Islands, Aleutian Islands, Alaska"
4.3,"142 km S of San Pedro de Atacama, Chile",1697682716980,1699508840040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lghw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lghw&format=geojson,,,,,reviewed,0,284,us,6000lghw,",us6000lghw,",",us,",",origin,phase-data,",29.0,1.237,1.07,82.0,mb,earthquake,"M 4.3 - 142 km S of San Pedro de Atacama, Chile"
-0.2,California-Nevada border region,1697682585467,1697853427095,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867687,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00867687&format=geojson,,,,,reviewed,0,0,nn,00867687,",nn00867687,",",nn,",",origin,phase-data,",14.0,0.03,0.0874,121.92,ml,earthquake,M -0.2 - California-Nevada border region
0.3,"7 km ESE of Spanish Springs, Nevada",1697682560278,1697853232071,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00867686&format=geojson,,,,,reviewed,0,1,nn,00867686,",nn00867686,",",nn,",",origin,phase-data,",4.0,0.217,0.0281,114.17,ml,earthquake,"M 0.3 - 7 km ESE of Spanish Springs, Nevada"
1.0,"14 km W of Susitna North, Alaska",1697681678745,1699044560326,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dey7af6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023dey7af6&format=geojson,,,,,reviewed,0,15,ak,023dey7af6,",ak023dey7af6,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 1.0 - 14 km W of Susitna North, Alaska"
1.09,"10 km WNW of The Geysers, CA",1697681567830,1698334690442,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73948800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73948800&format=geojson,,,,,reviewed,0,18,nc,73948800,",nc73948800,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.002955,0.03,60.0,md,earthquake,"M 1.1 - 10 km WNW of The Geysers, CA"
